point_id,Morphology,Size,Class2,Type,Detail,Type2,Sample,No,Group,Year,Month,Day,Event
48,cluster,1.6,2.5,Carbonaceous,Mineral,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
49,spherical,1.18,2.5,Fe-rich,,Fe-rich,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
50,irregular,1.62,2.5,Carbonaceous,N-rich,Carbonaceous,"21. Ulanbatar (12.23, event)",21,Ulanbatar,2020,12,23,Event
1,spherical,0.993,1,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
2,chainlike,3,4,Carbonaceous,N-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
3,spherical,1.13,2.5,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
4,irregular,0.948,1,Carbonaceous,calcium sulfate,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
5,irregular,0.997,1,Carbonaceous,calcium sulfate,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
6,spherical,1.01,2.5,Carbonaceous,calcium sulfate,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
7,cluster,1.15,2.5,Carbonaceous,Fe-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
8,irregular,1.6,2.5,Fe-rich,,Fe-rich,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
9,spherical,1.12,2.5,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
10,irregular,1.34,2.5,Carbonaceous,calcium sulfate,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
11,irregular,1.55,2.5,Fe-rich,,Fe-rich,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
12,chainlike,2.63,4,Carbonaceous,N-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
13,spherical,1.56,2.5,Mineral,,Mineral,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
14,irregular,1.18,2.5,Carbonaceous,Fe-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
15,spherical,1.42,2.5,Mineral,,Mineral,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
16,irregular,1.27,2.5,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
17,cluster,2.45,2.5,Carbonaceous,Ca-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
18,spherical,1.2,2.5,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
19,irregular,1.57,2.5,Carbonaceous,calcium sulfate,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
20,irregular,2.33,2.5,Carbonaceous,N-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
21,spherical,0.702,1,Carbonaceous,Fe-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
22,irregular,2.41,2.5,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
23,spherical,2.65,4,Mineral,,Mineral,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
24,irregular,0.628,1,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
25,spherical,1.09,2.5,Carbonaceous,N-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
26,spherical,0.672,1,Fe-rich,,Fe-rich,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
27,spherical,1.35,2.5,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
28,cluster,2.22,2.5,Carbonaceous,N-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
29,chainlike,2.22,2.5,Carbonaceous,N-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
30,irregular,1.12,2.5,Carbonaceous,N-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
31,irregular,3.08,4,Carbonaceous,N-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
32,spherical,0.882,1,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
33,spherical,2.46,2.5,Calcium Sulfate,,Others,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
34,irregular,2.32,2.5,Carbonaceous,chloride paritcles,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
35,spherical,2.83,4,Fe-rich,,Fe-rich,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
36,cluster,2.15,2.5,Carbonaceous,N-rich,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
37,irregular,5.84,4,Fe-rich,,Fe-rich,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
38,cluster,9.1,4,Fe-rich,,Fe-rich,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
39,irregular,1.29,2.5,Transition metal,,Transition metal,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
40,irregular,0.754,1,Fe-rich,,Fe-rich,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
41,spherical,2.29,2.5,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
42,cluster,4.42,4,Carbonaceous,sulfate,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
43,spherical,2.96,4,Carbonaceous,sulfate,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
44,irregular,2,2.5,Fe-rich,,Fe-rich,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
45,irregular,1.5,2.5,Carbonaceous,Mineral,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
46,irregular,2.71,4,Mineral,,Mineral,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
47,cluster,3.35,4,Carbonaceous,calcium sulfate,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
48,irregular,4.07,4,Transition metal,,Transition metal,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
49,chainlike,2.67,4,Carbonaceous,sulfate,Carbonaceous,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
50,irregular,1.62,2.5,Fe-rich,,Fe-rich,"22. Ulanbatar (12.26, event)",22,Ulanbatar,2020,12,26,Event
1,spherical,0.686,1,Fe-rich,,Fe-rich,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
2,cluster,1.54,2.5,Carbonaceous,S-rich,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
3,spherical,1.2,2.5,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
4,cluster,0.739,1,Carbonaceous,S-rich,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
5,irregular,1.09,2.5,Carbonaceous,S-rich,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
6,cluster,0.743,1,Carbonaceous,S-rich,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
7,irregular,1.31,2.5,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
8,irregular,1.64,2.5,Fe-rich,,Fe-rich,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
9,spherical,1.17,2.5,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
10,spherical,1.56,2.5,Fe-rich,,Fe-rich,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
11,irregular,1.07,2.5,Carbonaceous,,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
12,irregular,4.18,4,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
13,irregular,0.301,1,Fe-rich,,Fe-rich,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
14,irregular,2.52,4,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
15,irregular,0.767,1,Carbonaceous,N-rich,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
16,irregular,0.789,1,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
17,chainlike,2.12,2.5,Carbonaceous,Sulfate,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
18,irregular,0.36,1,Carbonaceous,Transition metal,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
19,cluster,1.26,2.5,Carbonaceous,S-rich,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
20,cluster,2.47,2.5,Carbonaceous,S-rich,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
21,cluster,1.59,2.5,S-rich,,Others,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
22,irregular,1.41,2.5,Fe-rich,,Fe-rich,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
23,irregular,1.46,2.5,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
24,spherical,2.66,4,Fly ash,,Others,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
25,irregular,1.5,2.5,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
26,irregular,0.765,1,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
27,cluster,2.29,2.5,Carbonaceous,S-rich,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
28,irregular,3.5,4,Carbonaceous,Flourine compound,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
29,irregular,0.776,1,Transition metal,,Transition metal,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
30,spherical,1.69,2.5,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
31,cluster,3.38,4,Carbonaceous,,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
32,cluster,0.851,1,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
33,irregular,3.08,4,Carbonaceous,,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
34,irregular,2.22,2.5,Calcium Sulfate,,Others,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
35,spherical,0.951,1,Fly ash,,Others,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
36,irregular,3.91,4,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
37,spherical,1.04,2.5,Carbonaceous,Mineral,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
38,irregular,1.75,2.5,Cl-rich,,Others,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
39,irregular,1.1,2.5,Transition metal,,Transition metal,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
40,irregular,1.12,2.5,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
41,irregular,2.37,2.5,Carbonaceous,N-rich,Carbonaceous,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
42,irregular,0.924,1,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
43,irregular,0.509,1,Transition metal,,Transition metal,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
44,spherical,1.06,2.5,Fe-rich,,Fe-rich,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
45,spherical,2.12,2.5,Fly ash,,Others,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
46,irregular,2.31,2.5,Mineral,,Mineral,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
47,spherical,4.55,4,Fly ash,,Others,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
48,irregular,7.08,4,Transition metal,,Transition metal,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
49,irregular,3.32,4,Transition metal,,Transition metal,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
50,irregular,3.24,4,Cl-rich,,Others,"23. Ulanbatar (12.27, non-event)",23,Ulanbatar,2020,12,27,Non-event
1,spherical,0.687,1,Fe-rich,,Fe-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
2,spherical,0.518,1,Carbonaceous,Mineral,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
3,cluster,1.11,2.5,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
4,spherical,1.52,2.5,Fe-rich,,Fe-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
5,irregular,2.99,4,S-rich,,Others,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
6,irregular,2.25,2.5,S-rich,,Others,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
7,cluster,2.04,2.5,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
8,cluster,2.72,4,Carbonaceous,Flourine compound,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
9,cluster,2.03,2.5,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
10,spherical,1.1,2.5,Fe-rich,,Fe-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
11,spherical,0.574,1,Carbonaceous,Fly ash,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
12,cluster,2.77,4,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
13,irregular,0.82,1,Carbonaceous,Mineral,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
14,cluster,1.92,2.5,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
15,irregular,1.29,2.5,Carbonaceous,Flourine compound,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
16,spherical,0.964,1,Fe-rich,,Fe-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
17,irregular,2.13,2.5,Fe-rich,,Fe-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
18,irregular,0.848,1,Fe-rich,,Fe-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
19,spherical,1.98,2.5,Ca-rich,,Others,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
20,cluster,4.01,4,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
21,cluster,6.15,4,Carbonaceous,Fe-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
22,irregular,1.59,2.5,Fe-rich,,Fe-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
23,spherical,0.715,1,Carbonaceous,Fly ash,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
24,cluster,2.37,2.5,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
25,irregular,1.93,2.5,Carbonaceous,Flourine compound,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
26,irregular,1.17,2.5,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
27,cluster,4.48,4,N-rich,,N-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
28,cluster,4.7,4,Fly ash,,Others,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
29,irregular,0.784,1,Carbonaceous,Mineral,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
30,irregular,1.17,2.5,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
31,irregular,7.78,4,Fe-rich,,Fe-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
32,cluster,5,4,Carbonaceous,Fe-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
33,irregular,3.11,4,Carbonaceous,Mineral,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
34,irregular,1.52,2.5,Carbonaceous,Fly ash,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
35,irregular,5.85,4,Carbonaceous,Mineral,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
36,spherical,2.26,2.5,Mineral,,Mineral,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
37,irregular,2.8,4,Mineral,,Mineral,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
38,irregular,2.27,2.5,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
39,cluster,2.97,4,Carbonaceous,Flourine compound,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
40,spherical,1.36,2.5,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
41,chainlike,1.73,2.5,Carbonaceous,Sulfate,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
42,irregular,5.58,4,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
43,cluster,3.87,4,Carbonaceous,Mineral,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
44,cluster,1.77,2.5,Mineral,,Mineral,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
45,spherical,0.668,1,Carbonaceous,Fly ash,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
46,irregular,0.651,1,Carbonaceous,Fe-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
47,cluster,0.742,1,Carbonaceous,N-rich,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
48,spherical,0.629,1,Carbonaceous,Mineral,Carbonaceous,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
49,spherical,1.3,2.5,Ca-rich,,Others,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
50,cluster,5.14,4,Fe-rich,,Fe-rich,"24. Ulanbatar (01.13, Event)",24,Ulanbatar,2021,1,13,Event
1,irregular,1.97,2.5,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
2,irregular,1.52,2.5,Carbonaceous,N-rich,Carbonaceous,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
3,irregular,1.2,2.5,Ca-rich,,Others,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
4,cluster,0.715,1,Calcium Sulfate,,Others,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
5,cluster,0.751,1,Calcium Sulfate,,Others,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
6,cluster,1.27,2.5,N-rich,,N-rich,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
7,cluster,0.72,1,S-rich,,Others,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
8,irregular,0.806,1,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
9,cluster,0.36,1,N-rich,,N-rich,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
10,cluster,0.831,1,N-rich,,N-rich,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
11,irregular,0.782,1,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
12,spherical,0.544,1,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
13,spherical,0.373,1,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
14,cluster,0.477,1,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
15,irregular,0.937,1,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
16,irregular,1.08,2.5,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
17,spherical,0.848,1,Fly ash,,Others,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
18,cluster,0.717,1,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
19,irregular,2.43,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
20,irregular,1.36,2.5,N-rich,,N-rich,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
21,irregular,1.6,2.5,Calcium Sulfate,,Others,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
22,irregular,0.855,1,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
23,irregular,1.83,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
24,cluster,1.95,2.5,Calcium Sulfate,,Others,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
25,irregular,1.31,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
26,irregular,0.774,1,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
27,irregular,1.46,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
28,irregular,1.31,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
29,irregular,1.36,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
30,irregular,0.78,1,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
31,irregular,1.81,2.5,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
32,irregular,1.69,2.5,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
33,irregular,2.18,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
34,irregular,0.774,1,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
35,irregular,3.79,4,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
36,irregular,1.07,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
37,irregular,0.862,1,Carbonaceous,N-rich,Carbonaceous,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
38,cluster,1.28,2.5,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
39,cluster,1.07,2.5,Calcium Sulfate,,Others,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
40,irregular,0.568,1,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
41,irregular,1.59,2.5,Ca-rich,,Others,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
42,irregular,1.33,2.5,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
43,irregular,1.75,2.5,Mineral,,Mineral,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
44,irregular,0.873,1,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
45,irregular,1.16,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
46,irregular,1.39,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
47,irregular,1.15,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
48,irregular,1.18,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
49,irregular,1.07,2.5,N-rich,,N-rich,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
50,irregular,1.03,2.5,Transition metal,,Transition metal,"26. Noto(12.22, event)",26,Noto,2020,12,22,Event
1,cluster,1.29,2.5,Carbonaceous,N-rich,Carbonaceous,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
2,cluster,0.813,1,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
3,cluster,1.47,2.5,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
4,cluster,0.647,1,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
5,cluster,1.72,2.5,Fe-rich,,Fe-rich,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
6,cluster,1.02,2.5,Mineral,,Mineral,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
7,irregular,0.747,1,Transition metal,,Transition metal,"27. Noto(12.23, event)",27,Noto,2020,12,23,Event
